what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1244808507916
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1244808507920
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1244808507929
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1244808507929
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1244808507938
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1244808507938
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1244808507938
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1244808507982
activated,perspective,org.eclipse.jst.j2ee.ui,,org.eclipse.jst.j2ee.J2EEPerspective,1245937000634
started,bundle,org.eclipse.osgi,3.4.3.R34x_v20081215-1030,org.eclipse.osgi,1245937000634
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.0.v20080604,org.eclipse.equinox.simpleconfigurator,1245937000635
started,bundle,com.ibm.icu,3.8.1.v20080530,com.ibm.icu,1245937000644
started,bundle,org.eclipse.core.contenttype,3.3.0.v20080604-1400,org.eclipse.core.contenttype,1245937000656
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1245937000662
started,bundle,org.eclipse.core.expressions,3.4.1.r342_v20081203-0800,org.eclipse.core.expressions,1245937000669
started,bundle,org.eclipse.core.filebuffers,3.4.0.v20080603-2000,org.eclipse.core.filebuffers,1245937000676
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1245937000676
started,bundle,org.eclipse.core.jobs,3.4.1.R34x_v20081128,org.eclipse.core.jobs,1245937000689
started,bundle,org.eclipse.core.net,1.1.0.I20080604,org.eclipse.core.net,1245937000689
started,bundle,org.eclipse.core.resources,3.4.2.R34x_v20090126,org.eclipse.core.resources,1245937000689
started,bundle,org.eclipse.core.runtime,3.4.0.v20080512,org.eclipse.core.runtime,1245937000689
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20071008,org.eclipse.core.runtime.compatibility,1245937000700
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20070502,org.eclipse.core.runtime.compatibility.auth,1245937000701
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1245937000701
started,bundle,org.eclipse.debug.core,3.4.1.v20090106_r342,org.eclipse.debug.core,1245937000708
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1245937000718
started,bundle,org.eclipse.equinox.app,1.1.0.v20080421-2006,org.eclipse.equinox.app,1245937000721
started,bundle,org.eclipse.equinox.common,3.4.0.v20080421-2006,org.eclipse.equinox.common,1245937000724
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.2.R34x_v20081007,org.eclipse.equinox.frameworkadmin,1245937000725
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.4.v20080930,org.eclipse.equinox.frameworkadmin.equinox,1245937000725
started,bundle,org.eclipse.equinox.p2.core,1.0.4.v20081112-1019,org.eclipse.equinox.p2.core,1245937000734
started,bundle,org.eclipse.equinox.p2.director,1.0.4.v20081112-1019,org.eclipse.equinox.p2.director,1245937000741
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.2.v20080806-1619,org.eclipse.equinox.p2.directorywatcher,1245937000747
